,Flywire_id,Subtype,Dendrite_used
416,720575940621422774,T4a,True
417,720575940614109892,T4a,True
418,720575940631378755,T4a,True
419,720575940632208927,T4a,True
420,720575940607902682,T4a,True
421,720575940629480433,T4a,True
422,720575940623858616,T4a,True
423,720575940614578338,T4a,True
424,720575940633005212,T4a,True
425,720575940621531584,T4a,True
426,720575940634355993,T4a,True
427,720575940608305500,T4a,True
428,720575940636686990,T4a,True
429,720575940627147052,T4a,True
430,720575940607814106,T4a,True
431,720575940624938940,T4a,True
432,720575940631027275,T4a,True
433,720575940626777496,T4a,True
434,720575940634256279,T4a,True
435,720575940618989214,T4a,True
436,720575940620131237,T4a,True
437,720575940638487155,T4a,True
438,720575940614191766,T4a,True
439,720575940617925067,T4a,True
440,720575940620511249,T4a,True
441,720575940613443084,T4a,False
442,720575940623949309,T4a,True
443,720575940618651864,T4a,True
444,720575940639988176,T4a,True
445,720575940600101641,T4a,True
446,720575940628954883,T4a,True
447,720575940647066932,T4a,True
448,720575940629837868,T4a,True
449,720575940626047492,T4a,True
450,720575940627149834,T4a,True
451,720575940610736533,T4a,True
452,720575940626217516,T4a,True
453,720575940626245016,T4a,True
454,720575940619375900,T4a,True
455,720575940630735447,T4a,True
456,720575940611969778,T4a,True
457,720575940609425347,T4a,True
458,720575940621750255,T4a,True
459,720575940607814665,T4a,True
460,720575940621529536,T4a,True
461,720575940621963433,T4a,True
462,720575940624321865,T4a,True
463,720575940612039154,T4a,True
464,720575940627385877,T4a,True
465,720575940628552556,T4a,True
466,720575940642820388,T4a,True
467,720575940626489644,T4a,True
468,720575940623627411,T4a,True
469,720575940635781684,T4a,True
470,720575940636955199,T4a,True
471,720575940625114109,T4a,True
472,720575940635806772,T4a,True
473,720575940629794295,T4a,True
474,720575940627541480,T4a,True
475,720575940615985164,T4a,True
476,720575940624193255,T4a,True
477,720575940635998362,T4a,True
478,720575940660772993,T4a,True
479,720575940629784108,T4a,True
480,720575940608511068,T4a,True
481,720575940630230376,T4a,True
482,720575940625371280,T4a,True
483,720575940621678785,T4a,True
484,720575940635282332,T4a,True
485,720575940626967311,T4a,True
486,720575940628777463,T4a,True
487,720575940605852192,T4a,True
488,720575940617847454,T4a,True
489,720575940641657396,T4a,True
490,720575940637514974,T4a,True
491,720575940620685039,T4a,True
492,720575940622106409,T4a,True
493,720575940640090752,T4a,True
494,720575940622969853,T4a,True
495,720575940611187298,T4a,True
496,720575940620277942,T4a,True
497,720575940645617262,T4a,True
498,720575940635928176,T4a,True
499,720575940616951947,T4a,True
500,720575940612230553,T4a,False
501,720575940617018183,T4a,True
502,720575940624749749,T4a,True
503,720575940623384968,T4a,True
504,720575940605803744,T4a,True
505,720575940613118760,T4a,True
506,720575940630368732,T4a,True
507,720575940638662708,T4a,True
508,720575940619812717,T4a,True
509,720575940638196157,T4a,True
510,720575940620220598,T4a,True
511,720575940620575067,T4a,True
512,720575940622106657,T4a,False
513,720575940621625953,T4a,True
514,720575940632008007,T4a,True
515,720575940629929925,T4a,True
516,720575940633879853,T4a,True
517,720575940628774782,T4a,True
518,720575940626482840,T4a,True
519,720575940632744621,T4a,True
520,720575940629524730,T4a,True
521,720575940625347661,T4a,True
522,720575940627214504,T4a,True
523,720575940619233585,T4a,True
524,720575940639500963,T4a,True
525,720575940606821250,T4a,True
526,720575940629875906,T4a,True
527,720575940635931755,T4a,True
528,720575940633672078,T4a,True
529,720575940616454210,T4a,True
530,720575940605939814,T4a,True
531,720575940613994671,T4a,True
532,720575940633786975,T4a,True
533,720575940638646874,T4a,True
534,720575940617212987,T4a,True
535,720575940627286153,T4a,True
536,720575940647830404,T4a,True
537,720575940619453318,T4a,True
538,720575940620572781,T4a,False
539,720575940614709446,T4a,True
540,720575940618774848,T4a,True
541,720575940610862638,T4a,True
542,720575940627922180,T4a,True
543,720575940628189833,T4a,True
544,720575940626666877,T4a,True
545,720575940626452880,T4a,True
546,720575940636515429,T4a,False
547,720575940623801272,T4a,True
548,720575940627170437,T4a,True
549,720575940623692775,T4a,True
550,720575940627326825,T4a,True
551,720575940637379550,T4a,True
552,720575940605793726,T4a,True
553,720575940617825629,T4a,True
554,720575940632417363,T4a,True
555,720575940629170519,T4a,True
556,720575940613669784,T4a,True
557,720575940623188420,T4a,True
558,720575940626444741,T4a,True
559,720575940628426366,T4a,True
560,720575940631620089,T4a,True
561,720575940627534613,T4a,True
562,720575940611108194,T4a,True
563,720575940619196143,T4a,True
564,720575940618214685,T4a,True
565,720575940660454017,T4a,True
566,720575940628169371,T4a,True
567,720575940654955937,T4a,True
568,720575940617391249,T4a,True
569,720575940643136456,T4a,True
570,720575940639503448,T4a,False
571,720575940620335437,T4a,True
572,720575940622227068,T4a,True
573,720575940626427589,T4a,True
574,720575940618059604,T4a,True
575,720575940614119218,T4a,True
576,720575940637668574,T4a,True
577,720575940632879841,T4a,True
578,720575940620584319,T4a,True
579,720575940617390910,T4a,True
580,720575940619197854,T4a,True
581,720575940613037037,T4a,True
582,720575940640779984,T4a,True
583,720575940621038677,T4a,True
584,720575940609942136,T4a,True
585,720575940621871469,T4a,True
586,720575940618038651,T4a,True
587,720575940660868481,T4a,True
588,720575940632297901,T4a,True
589,720575940613378541,T4a,True
590,720575940629088508,T4a,True
591,720575940615541654,T4a,True
592,720575940621238767,T4a,True
593,720575940614300211,T4a,True
594,720575940625584933,T4a,True
595,720575940617376985,T4a,True
596,720575940618700248,T4a,True
597,720575940620977788,T4a,True
598,720575940604383776,T4a,True
599,720575940617345753,T4a,True
600,720575940611509966,T4a,True
601,720575940622286625,T4a,True
602,720575940614169086,T4a,True
603,720575940649880441,T4a,True
604,720575940631879225,T4a,True
605,720575940615512898,T4a,True
606,720575940622780543,T4a,True
607,720575940618181606,T4a,True
608,720575940614743190,T4a,True
609,720575940600143369,T4a,True
610,720575940604474982,T4a,True
611,720575940626647464,T4a,True
612,720575940626947271,T4a,True
613,720575940616579841,T4a,True
614,720575940612685864,T4a,True
615,720575940604640945,T4a,True
616,720575940616997062,T4a,True
617,720575940623982216,T4a,True
618,720575940616695835,T4a,True
619,720575940639036494,T4a,True
620,720575940620981108,T4a,True
621,720575940631624248,T4a,True
622,720575940627873448,T4a,True
623,720575940620326929,T4a,True
624,720575940618375197,T4a,True
625,720575940618936733,T4a,True
626,720575940603526005,T4a,True
627,720575940635637428,T4a,True
628,720575940624513255,T4a,True
629,720575940630825338,T4a,True
630,720575940617306841,T4a,True
631,720575940624679719,T4a,True
632,720575940613534870,T4a,True
633,720575940608924740,T4a,True
634,720575940613526422,T4a,True
635,720575940617874781,T4a,True
636,720575940621780001,T4a,True
637,720575940621757832,T4a,True
638,720575940633170076,T4a,True
639,720575940624708169,T4a,True
640,720575940632803411,T4a,True
641,720575940619837387,T4a,True
642,720575940622950161,T4a,True
643,720575940629413194,T4a,True
644,720575940635718751,T4a,True
645,720575940623066392,T4a,True
646,720575940628637519,T4a,True
647,720575940618373962,T4a,True
648,720575940617718758,T4a,True
649,720575940621353392,T4a,True
650,720575940627346186,T4a,True
651,720575940618802000,T4a,True
652,720575940616518612,T4a,True
653,720575940629120732,T4a,True
654,720575940606539465,T4a,True
655,720575940633963181,T4a,True
656,720575940622478972,T4a,True
657,720575940625113597,T4a,True
658,720575940637959770,T4a,True
659,720575940619793997,T4a,True
660,720575940632799059,T4a,True
661,720575940627505277,T4a,True
662,720575940622191830,T4a,True
663,720575940612900466,T4a,True
664,720575940631767436,T4a,True
665,720575940640757200,T4a,True
666,720575940616577653,T4a,False
667,720575940627772037,T4a,True
668,720575940600547529,T4a,True
669,720575940625678862,T4a,True
670,720575940624002604,T4a,True
671,720575940613619090,T4a,True
672,720575940626723870,T4a,True
673,720575940614835131,T4a,True
674,720575940639197247,T4a,True
675,720575940629338011,T4a,True
676,720575940635149151,T4a,True
677,720575940624009827,T4a,True
678,720575940612741799,T4a,True
679,720575940613711254,T4a,True
680,720575940625407690,T4a,True
681,720575940612437966,T4a,True
682,720575940630280508,T4a,True
683,720575940638474584,T4a,True
684,720575940617220281,T4a,True
685,720575940628026641,T4a,True
686,720575940626446869,T4a,True
687,720575940637784127,T4a,True
688,720575940633618272,T4a,True
689,720575940614722198,T4a,True
690,720575940616130955,T4a,True
691,720575940611991219,T4a,True
692,720575940614547879,T4a,True
693,720575940608781579,T4a,True
694,720575940619146910,T4a,True
695,720575940621150561,T4a,True
696,720575940628632080,T4a,True
697,720575940631508803,T4a,True
698,720575940637689434,T4a,True
699,720575940608288523,T4a,True
700,720575940630457335,T4a,True
701,720575940607197826,T4a,True
702,720575940621810902,T4a,True
703,720575940613693677,T4a,True
704,720575940627266054,T4a,True
705,720575940635100572,T4a,True
706,720575940628033042,T4a,True
707,720575940614276271,T4a,True
708,720575940622994982,T4a,True
709,720575940615720350,T4a,True
710,720575940628027665,T4a,False
711,720575940633520927,T4a,True
712,720575940616440251,T4a,True
713,720575940630086138,T4a,False
714,720575940615088894,T4a,True
715,720575940628675846,T4a,True
716,720575940623897129,T4a,True
717,720575940638586787,T4a,True
718,720575940610367556,T4a,True
719,720575940630147781,T4a,True
720,720575940611084566,T4a,True
721,720575940627645973,T4a,True
722,720575940633268525,T4a,True
723,720575940619007867,T4a,True
724,720575940644935447,T4a,True
725,720575940621527841,T4a,False
726,720575940640155789,T4a,False
727,720575940630800762,T4a,False
728,720575940636315022,T4a,True
729,720575940634086295,T4b,True
730,720575940630507116,T4b,True
731,720575940627958471,T4b,True
732,720575940632903085,T4b,True
733,720575940629503319,T4b,True
734,720575940629782469,T4b,True
735,720575940645145891,T4b,True
736,720575940617034077,T4b,True
737,720575940609008853,T4b,True
738,720575940612235586,T4b,True
739,720575940621824282,T4b,True
740,720575940635223397,T4b,True
741,720575940622268748,T4b,True
742,720575940631725452,T4b,True
743,720575940624742548,T4b,True
744,720575940638725773,T4b,True
745,720575940612271786,T4b,True
746,720575940630437228,T4b,True
747,720575940622591220,T4b,True
748,720575940632483532,T4b,True
749,720575940605453001,T4b,True
750,720575940631241002,T4b,True
751,720575940635240333,T4b,True
752,720575940613036525,T4b,True
753,720575940620416586,T4b,False
754,720575940628640774,T4b,True
755,720575940639494232,T4b,True
756,720575940612125170,T4b,True
757,720575940626767618,T4b,False
758,720575940622111058,T4b,True
759,720575940626461186,T4b,True
760,720575940611860698,T4b,True
761,720575940621354991,T4b,True
762,720575940624788798,T4b,True
763,720575940629660919,T4b,True
764,720575940630949647,T4b,True
765,720575940623202634,T4b,True
766,720575940642699976,T4b,True
767,720575940621488566,T4b,True
768,720575940623987244,T4b,True
769,720575940632858707,T4b,True
770,720575940632675117,T4b,True
771,720575940605135532,T4b,True
772,720575940619087307,T4b,True
773,720575940634027932,T4b,True
774,720575940631112668,T4b,True
775,720575940610623089,T4b,True
776,720575940615103830,T4b,True
777,720575940624939865,T4b,True
778,720575940622497476,T4b,True
779,720575940612696728,T4b,True
780,720575940626782151,T4b,True
781,720575940633641919,T4b,True
782,720575940626881673,T4b,True
783,720575940607987395,T4b,True
784,720575940631861048,T4b,False
785,720575940624380652,T4b,True
786,720575940622420189,T4b,True
787,720575940629856556,T4b,True
788,720575940623936253,T4b,True
789,720575940612718322,T4b,True
790,720575940637242286,T4b,True
791,720575940620410304,T4b,True
792,720575940617161531,T4b,True
793,720575940628169115,T4b,True
794,720575940626512581,T4b,True
795,720575940621791237,T4b,True
796,720575940620354726,T4b,True
797,720575940628019985,T4b,True
798,720575940640032088,T4b,True
799,720575940637557645,T4b,True
800,720575940652193014,T4b,True
801,720575940610396718,T4b,True
802,720575940624379792,T4b,True
803,720575940622855935,T4b,True
804,720575940604818092,T4b,True
805,720575940634753983,T4b,True
806,720575940605398048,T4b,True
807,720575940611842936,T4b,True
808,720575940636574174,T4b,True
809,720575940637841805,T4b,True
810,720575940644741412,T4b,True
811,720575940632672851,T4b,True
812,720575940615598267,T4b,True
813,720575940648454009,T4b,True
814,720575940631378986,T4b,True
815,720575940625958444,T4b,True
816,720575940626511557,T4b,True
817,720575940650521209,T4b,True
818,720575940619701077,T4b,True
819,720575940620714479,T4b,True
820,720575940621749492,T4b,True
821,720575940610637688,T4b,True
822,720575940608352690,T4b,True
823,720575940619336753,T4b,True
824,720575940629075279,T4b,True
825,720575940619925696,T4b,True
826,720575940624412820,T4b,True
827,720575940622555094,T4b,True
828,720575940619717257,T4b,True
829,720575940637863401,T4b,True
830,720575940626510232,T4b,True
831,720575940638864256,T4b,True
832,720575940628651014,T4b,True
833,720575940621250403,T4b,True
834,720575940617174758,T4b,True
835,720575940642858804,T4b,True
836,720575940620553921,T4b,True
837,720575940625974572,T4b,True
838,720575940617845277,T4b,True
839,720575940614952607,T4b,True
840,720575940631101999,T4b,True
841,720575940626315397,T4b,True
842,720575940637989978,T4b,True
843,720575940614686662,T4b,True
844,720575940615228482,T4b,True
845,720575940623812622,T4b,True
846,720575940631729548,T4b,True
847,720575940621843382,T4b,True
848,720575940622372301,T4b,True
849,720575940619442159,T4b,True
850,720575940639768448,T4b,True
851,720575940627266822,T4b,True
852,720575940624567271,T4b,True
853,720575940617005383,T4b,True
854,720575940625997258,T4b,True
855,720575940630905807,T4b,True
856,720575940631567687,T4b,True
857,720575940623417525,T4b,True
858,720575940617957149,T4b,True
859,720575940627150985,T4b,True
860,720575940633408869,T4b,True
861,720575940615239285,T4b,True
862,720575940613898365,T4b,True
863,720575940640595152,T4b,True
864,720575940617665885,T4b,True
865,720575940615685278,T4b,True
866,720575940616110523,T4b,True
867,720575940620793406,T4b,True
868,720575940630334459,T4b,True
869,720575940635503758,T4b,False
870,720575940624051348,T4b,True
871,720575940614931862,T4b,True
872,720575940629970647,T4b,True
873,720575940628358068,T4b,True
874,720575940621289221,T4b,True
875,720575940620059813,T4b,True
876,720575940608049419,T4b,True
877,720575940633925739,T4b,True
878,720575940629908418,T4b,True
879,720575940617786113,T4b,True
880,720575940641037696,T4b,True
881,720575940609293660,T4b,True
882,720575940616575062,T4b,True
883,720575940622298637,T4b,True
884,720575940615263967,T4b,True
885,720575940622110546,T4b,True
886,720575940627642645,T4b,True
887,720575940638009919,T4b,True
888,720575940631284439,T4b,True
889,720575940634935403,T4b,True
890,720575940625883454,T4b,True
891,720575940628077511,T4b,True
892,720575940624332012,T4b,True
893,720575940617636057,T4b,True
894,720575940624411796,T4b,True
895,720575940622739690,T4b,True
896,720575940614281122,T4b,True
897,720575940618445241,T4b,True
898,720575940628030738,T4b,True
899,720575940628861435,T4b,True
900,720575940625233552,T4b,True
901,720575940613471205,T4b,True
902,720575940636088462,T4b,True
903,720575940623728522,T4b,True
904,720575940618882427,T4b,True
905,720575940625989907,T4b,True
906,720575940609804245,T4b,True
907,720575940640113792,T4b,True
908,720575940616493115,T4b,False
909,720575940610907654,T4b,True
910,720575940630400374,T4b,True
911,720575940627731112,T4b,True
912,720575940640721141,T4b,True
913,720575940605977265,T4b,True
914,720575940631268252,T4b,True
915,720575940637612260,T4b,True
916,720575940639501475,T4b,True
917,720575940618531585,T4b,True
918,720575940633429726,T4b,True
919,720575940629762426,T4b,True
920,720575940615171467,T4b,True
921,720575940638566744,T4b,True
922,720575940652355574,T4b,True
923,720575940619724937,T4b,True
924,720575940621684318,T4b,False
925,720575940630605932,T4b,True
926,720575940613288499,T4b,True
927,720575940631762233,T4b,True
928,720575940623499814,T4b,True
